rank,mrmr_mean,mrmr_max
528,"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8"
529,value__index_mass_quantile__q_0.8,"value__fft_aggregated__aggtype_""skew"""
530,"value__fft_coefficient__attr_""imag""__coeff_15","value__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)"
531,"value__fft_coefficient__attr_""imag""__coeff_96",value__energy_ratio_by_chunks__num_segments_10__segment_focus_1
532,"value__linear_trend__attr_""intercept""","value__fft_coefficient__attr_""imag""__coeff_35"
533,"value__fft_coefficient__attr_""angle""__coeff_2",value__ratio_beyond_r_sigma__r_2.5
534,value__quantile__q_0.3,"value__agg_autocorrelation__f_agg_""median""__maxlag_40"
535,"value__fft_coefficient__attr_""imag""__coeff_61","value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2"
536,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0","value__fft_coefficient__attr_""abs""__coeff_77"
537,"value__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""angle""__coeff_7"
538,"value__fft_coefficient__attr_""imag""__coeff_64","value__fft_coefficient__attr_""imag""__coeff_15"
539,"value__fft_coefficient__attr_""real""__coeff_62","value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6"
540,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2","value__fft_coefficient__attr_""imag""__coeff_40"
541,value__permutation_entropy__dimension_6__tau_1,value__autocorrelation__lag_8
542,"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""","value__fft_coefficient__attr_""abs""__coeff_76"
543,"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""",value__sample_entropy
544,"value__fft_coefficient__attr_""imag""__coeff_35","value__fft_coefficient__attr_""abs""__coeff_95"
545,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0","value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean"""
546,value__ar_coefficient__coeff_7__k_10,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6"
547,value__count_below__t_0,"value__fft_coefficient__attr_""imag""__coeff_39"
548,value__symmetry_looking__r_0.05,"value__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)"
549,"value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""",value__absolute_sum_of_changes
550,"value__fft_coefficient__attr_""imag""__coeff_42","value__fft_coefficient__attr_""imag""__coeff_78"
551,"value__fft_coefficient__attr_""real""__coeff_12","value__fft_coefficient__attr_""abs""__coeff_8"
552,"value__fft_coefficient__attr_""abs""__coeff_67","value__fft_coefficient__attr_""imag""__coeff_34"
553,"value__fft_coefficient__attr_""angle""__coeff_32","value__fft_coefficient__attr_""abs""__coeff_51"
554,value__count_above__t_0,"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean"""
555,"value__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2"
556,value__energy_ratio_by_chunks__num_segments_10__segment_focus_3,"value__fft_coefficient__attr_""abs""__coeff_85"
557,"value__fft_coefficient__attr_""imag""__coeff_92","value__fft_coefficient__attr_""angle""__coeff_5"
558,value__quantile__q_0.4,"value__fft_coefficient__attr_""abs""__coeff_63"
559,"value__agg_autocorrelation__f_agg_""mean""__maxlag_40",value__index_mass_quantile__q_0.6
560,"value__fft_coefficient__attr_""angle""__coeff_82","value__fft_coefficient__attr_""imag""__coeff_84"
561,"value__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",value__cid_ce__normalize_True
562,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6","value__fft_coefficient__attr_""abs""__coeff_89"
563,"value__fft_coefficient__attr_""real""__coeff_34","value__fft_coefficient__attr_""abs""__coeff_57"
564,"value__fft_coefficient__attr_""imag""__coeff_85","value__fft_coefficient__attr_""abs""__coeff_31"
565,"value__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""imag""__coeff_67"
566,value__max_langevin_fixed_point__m_3__r_30,"value__fft_coefficient__attr_""abs""__coeff_87"
567,"value__fft_coefficient__attr_""angle""__coeff_16",value__ratio_beyond_r_sigma__r_1
568,value__ar_coefficient__coeff_9__k_10,"value__fft_coefficient__attr_""imag""__coeff_66"
569,"value__fft_coefficient__attr_""abs""__coeff_31","value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4"
570,"value__fft_coefficient__attr_""angle""__coeff_84","value__fft_coefficient__attr_""abs""__coeff_88"
571,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",value__skewness
572,"value__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""abs""__coeff_81"
573,"value__fft_coefficient__attr_""imag""__coeff_40","value__fft_coefficient__attr_""abs""__coeff_86"
574,"value__fft_coefficient__attr_""abs""__coeff_96","value__fft_coefficient__attr_""abs""__coeff_79"
575,"value__fft_coefficient__attr_""real""__coeff_67",value__lempel_ziv_complexity__bins_5
576,"value__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",value__friedrich_coefficients__coeff_2__m_3__r_30
577,"value__fft_coefficient__attr_""angle""__coeff_12","value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4"
578,value__lempel_ziv_complexity__bins_100,"value__fft_coefficient__attr_""abs""__coeff_68"
579,"value__fft_coefficient__attr_""real""__coeff_20",value__lempel_ziv_complexity__bins_2
580,"value__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""imag""__coeff_8"
581,"value__fft_coefficient__attr_""real""__coeff_50",value__permutation_entropy__dimension_4__tau_1
582,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","value__fft_coefficient__attr_""abs""__coeff_35"
583,"value__fft_coefficient__attr_""angle""__coeff_45",value__fourier_entropy__bins_100
584,"value__fft_coefficient__attr_""imag""__coeff_95",value__ar_coefficient__coeff_1__k_10
585,"value__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max"""
586,"value__fft_coefficient__attr_""abs""__coeff_75",value__time_reversal_asymmetry_statistic__lag_1
587,"value__fft_coefficient__attr_""imag""__coeff_63","value__fft_coefficient__attr_""abs""__coeff_39"
588,"value__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""abs""__coeff_48"
589,"value__fft_coefficient__attr_""real""__coeff_78",value__number_peaks__n_3
590,"value__fft_coefficient__attr_""real""__coeff_35",value__approximate_entropy__m_2__r_0.9
591,"value__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4"
592,"value__fft_coefficient__attr_""imag""__coeff_34","value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0"
593,"value__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",value__autocorrelation__lag_9
594,"value__fft_coefficient__attr_""abs""__coeff_51","value__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0"
595,"value__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6"
596,"value__fft_coefficient__attr_""abs""__coeff_78",value__ratio_beyond_r_sigma__r_0.5
597,"value__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""imag""__coeff_74"
598,"value__fft_coefficient__attr_""imag""__coeff_39","value__fft_coefficient__attr_""abs""__coeff_52"
599,"value__fft_coefficient__attr_""angle""__coeff_42",value__approximate_entropy__m_2__r_0.5
600,"value__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",value__fourier_entropy__bins_10
601,"value__fft_coefficient__attr_""abs""__coeff_84",value__fourier_entropy__bins_3
602,"value__fft_coefficient__attr_""real""__coeff_25",value__large_standard_deviation__r_0.2
603,value__fourier_entropy__bins_10,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0"
604,"value__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)"
605,"value__fft_coefficient__attr_""real""__coeff_85",value__ratio_beyond_r_sigma__r_7
606,"value__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",value__c3__lag_3
607,"value__fft_coefficient__attr_""real""__coeff_38",value__permutation_entropy__dimension_5__tau_1
608,"value__fft_coefficient__attr_""real""__coeff_28","value__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0"
609,"value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2"
610,"value__fft_coefficient__attr_""imag""__coeff_77",value__index_mass_quantile__q_0.7
611,"value__linear_trend__attr_""rvalue""","value__fft_coefficient__attr_""abs""__coeff_59"
612,value__large_standard_deviation__r_0.30000000000000004,"value__fft_coefficient__attr_""abs""__coeff_42"
613,"value__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""imag""__coeff_36"
614,value__fourier_entropy__bins_3,"value__fft_coefficient__attr_""imag""__coeff_59"
615,"value__fft_coefficient__attr_""abs""__coeff_77","value__fft_coefficient__attr_""abs""__coeff_44"
616,"value__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",value__energy_ratio_by_chunks__num_segments_10__segment_focus_3
617,"value__fft_coefficient__attr_""angle""__coeff_34",value__ratio_beyond_r_sigma__r_3
618,"value__fft_coefficient__attr_""angle""__coeff_36","value__fft_coefficient__attr_""abs""__coeff_22"
619,value__median,value__permutation_entropy__dimension_7__tau_1
620,"value__fft_coefficient__attr_""real""__coeff_81",value__count_above__t_0
621,"value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",value__autocorrelation__lag_1
622,"value__fft_coefficient__attr_""abs""__coeff_35","value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2"
623,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6","value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0"
624,"value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",value__partial_autocorrelation__lag_1
625,"value__fft_coefficient__attr_""angle""__coeff_31",value__energy_ratio_by_chunks__num_segments_10__segment_focus_9
626,"value__fft_coefficient__attr_""real""__coeff_98",value__autocorrelation__lag_5
627,"value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",value__autocorrelation__lag_6
628,"value__fft_coefficient__attr_""real""__coeff_53","value__linear_trend__attr_""rvalue"""
629,"value__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",value__max_langevin_fixed_point__m_3__r_30
630,"value__fft_coefficient__attr_""real""__coeff_39",value__large_standard_deviation__r_0.15000000000000002
631,"value__fft_coefficient__attr_""real""__coeff_64",value__number_peaks__n_10
632,"value__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4"
633,"value__fft_coefficient__attr_""abs""__coeff_39",value__last_location_of_maximum
634,"value__fft_coefficient__attr_""angle""__coeff_62","value__fft_aggregated__aggtype_""variance"""
635,"value__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var"""
636,"value__fft_coefficient__attr_""imag""__coeff_8","value__agg_autocorrelation__f_agg_""mean""__maxlag_40"
637,"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""","value__fft_coefficient__attr_""abs""__coeff_34"
638,"value__fft_coefficient__attr_""real""__coeff_41","value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var"""
639,"value__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4"
640,"value__fft_coefficient__attr_""real""__coeff_79",value__index_mass_quantile__q_0.9
641,"value__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)","value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var"""
642,"value__fft_coefficient__attr_""angle""__coeff_44","value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max"""
643,"value__fft_coefficient__attr_""real""__coeff_36","value__fft_coefficient__attr_""imag""__coeff_31"
644,"value__fft_coefficient__attr_""abs""__coeff_48",value__energy_ratio_by_chunks__num_segments_10__segment_focus_8
645,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0","value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8"
646,"value__fft_coefficient__attr_""real""__coeff_32","value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0"
647,"value__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",value__fourier_entropy__bins_5
648,"value__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",value__mean_n_absolute_max__number_of_maxima_7
649,"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",value__ratio_beyond_r_sigma__r_10
650,value__large_standard_deviation__r_0.25,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2"
651,"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0"
652,"value__fft_coefficient__attr_""imag""__coeff_89","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var"""
653,"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8"
654,"value__fft_coefficient__attr_""abs""__coeff_57",value__autocorrelation__lag_3
655,"value__fft_coefficient__attr_""real""__coeff_30","value__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0"
656,"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)"
657,"value__fft_coefficient__attr_""real""__coeff_77","value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6"
658,"value__fft_coefficient__attr_""imag""__coeff_71","value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2"
659,"value__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",value__maximum
660,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2"
661,"value__fft_coefficient__attr_""imag""__coeff_80","value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0"
662,"value__fft_coefficient__attr_""real""__coeff_43","value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0"
663,"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)"
664,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",value__permutation_entropy__dimension_6__tau_1
665,"value__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2"
666,"value__fft_coefficient__attr_""real""__coeff_52","value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0"
667,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0","value__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)"
668,"value__fft_coefficient__attr_""real""__coeff_59","value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min"""
669,"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)"
670,value__ratio_beyond_r_sigma__r_0.5,"value__fft_coefficient__attr_""abs""__coeff_0"
671,"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0"
672,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0","value__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)"
673,"value__fft_coefficient__attr_""angle""__coeff_79",value__quantile__q_0.6
674,"value__fft_coefficient__attr_""real""__coeff_37",value__cid_ce__normalize_False
675,"value__fft_coefficient__attr_""real""__coeff_73","value__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)"
676,"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)"
677,"value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",value__minimum
678,"value__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)"
679,value__quantile__q_0.6,"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)"
680,"value__fft_coefficient__attr_""angle""__coeff_85",value__quantile__q_0.3
681,"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",value__quantile__q_0.8
682,"value__fft_coefficient__attr_""angle""__coeff_80",value__sum_of_reoccurring_data_points
683,"value__fft_coefficient__attr_""abs""__coeff_63","value__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)"
684,"value__fft_coefficient__attr_""real""__coeff_0","value__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)"
685,"value__fft_coefficient__attr_""angle""__coeff_51","value__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)"
686,value__sum_values,"value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max"""
687,"value__fft_coefficient__attr_""abs""__coeff_76","value__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)"
688,"value__fft_coefficient__attr_""angle""__coeff_24","value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)"
689,value__mean,value__quantile__q_0.9
690,"value__fft_coefficient__attr_""angle""__coeff_78","value__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)"
691,"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",value__sum_values
692,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",value__quantile__q_0.1
693,"value__fft_coefficient__attr_""real""__coeff_69","value__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)"
694,"value__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)"
695,"value__fft_coefficient__attr_""real""__coeff_93",value__quantile__q_0.7
696,"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",value__quantile__q_0.4
697,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",value__quantile__q_0.2
698,"value__fft_coefficient__attr_""angle""__coeff_49",value__root_mean_square
699,"value__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)"
700,"value__fft_coefficient__attr_""real""__coeff_56","value__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)"
701,"value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)","value__linear_trend__attr_""intercept"""
702,"value__fft_coefficient__attr_""angle""__coeff_70","value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)"
703,"value__fft_coefficient__attr_""angle""__coeff_66",value__median
704,"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)"
705,"value__fft_coefficient__attr_""real""__coeff_99","value__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)"
706,value__quantile__q_0.7,value__absolute_maximum
707,"value__fft_coefficient__attr_""real""__coeff_75","value__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)"
708,"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2","value__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)"
709,value__autocorrelation__lag_3,"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)"
710,"value__fft_coefficient__attr_""abs""__coeff_22",value__range_count__max_1000000000000.0__min_0
711,"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)"
712,value__quantile__q_0.8,"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)"
713,"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""","value__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)"
714,"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min"""
715,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max"""
716,"value__fft_coefficient__attr_""abs""__coeff_52",value__mean
717,value__quantile__q_0.9,"value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean"""
718,"value__fft_coefficient__attr_""angle""__coeff_5","value__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)"
719,value__cid_ce__normalize_False,"value__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)"
720,value__maximum,"value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)"
721,"value__fft_coefficient__attr_""angle""__coeff_52","value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)"
722,"value__fft_coefficient__attr_""angle""__coeff_7","value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)"
723,"value__fft_coefficient__attr_""abs""__coeff_99","value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)"
724,"value__fft_coefficient__attr_""abs""__coeff_87","value__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)"
725,"value__fft_coefficient__attr_""abs""__coeff_68","value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)"
726,"value__fft_coefficient__attr_""abs""__coeff_44",value__range_count__max_0__min_-1000000000000.0
727,"value__fft_coefficient__attr_""abs""__coeff_85","value__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)"
728,"value__fft_coefficient__attr_""abs""__coeff_42","value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)"
729,"value__fft_coefficient__attr_""abs""__coeff_95","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min"""
730,"value__fft_coefficient__attr_""abs""__coeff_89","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max"""
731,"value__fft_coefficient__attr_""abs""__coeff_81","value__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)"
732,"value__fft_coefficient__attr_""abs""__coeff_86","value__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)"
733,"value__fft_coefficient__attr_""imag""__coeff_67","value__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)"
734,"value__fft_coefficient__attr_""imag""__coeff_66","value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)"
735,"value__fft_coefficient__attr_""abs""__coeff_79","value__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)"
736,"value__fft_coefficient__attr_""abs""__coeff_88","value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)"
737,"value__fft_coefficient__attr_""imag""__coeff_36","value__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)"
738,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2","value__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)"
739,"value__fft_coefficient__attr_""abs""__coeff_59","value__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)"
740,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean"""
741,"value__fft_coefficient__attr_""imag""__coeff_78",value__c3__lag_1
742,"value__fft_coefficient__attr_""imag""__coeff_84","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean"""
743,"value__fft_coefficient__attr_""abs""__coeff_34",value__c3__lag_2
744,"value__fft_coefficient__attr_""imag""__coeff_74",value__count_below__t_0
745,"value__fft_coefficient__attr_""imag""__coeff_59",value__large_standard_deviation__r_0.05
746,"value__fft_coefficient__attr_""imag""__coeff_31","value__fft_coefficient__attr_""real""__coeff_0"
