source,approach,n_features,split,accuracy,f1_score
univariate_ranked_features,mutual_info,136,val,0.6486486486486487,0.6486486486486487
univariate_ranked_features,mutual_info,136,test,0.6323529411764706,0.6271929824561404
univariate_ranked_features,mutual_info,137,train,1.0,1.0
univariate_ranked_features,mutual_info,137,val,0.6081081081081081,0.6080365296803653
univariate_ranked_features,mutual_info,137,test,0.6102941176470589,0.6007754084741068
univariate_ranked_features,mutual_info,138,train,1.0,1.0
univariate_ranked_features,mutual_info,138,val,0.6351351351351351,0.6351351351351351
univariate_ranked_features,mutual_info,138,test,0.6323529411764706,0.6242263483642794
univariate_ranked_features,mutual_info,139,train,1.0,1.0
univariate_ranked_features,mutual_info,139,val,0.6418918918918919,0.641875542163174
univariate_ranked_features,mutual_info,139,test,0.6617647058823529,0.6570175438596491
univariate_ranked_features,mutual_info,140,train,1.0,1.0
univariate_ranked_features,mutual_info,140,val,0.6351351351351351,0.6351351351351351
univariate_ranked_features,mutual_info,140,test,0.6397058823529411,0.6325337744692583
univariate_ranked_features,mutual_info,141,train,1.0,1.0
univariate_ranked_features,mutual_info,141,val,0.6148648648648649,0.6148472811943569
univariate_ranked_features,mutual_info,141,test,0.6323529411764706,0.6257979308826767
univariate_ranked_features,mutual_info,142,train,1.0,1.0
univariate_ranked_features,mutual_info,142,val,0.6283783783783784,0.6282256222881937
univariate_ranked_features,mutual_info,142,test,0.6544117647058824,0.6489262371615312
univariate_ranked_features,mutual_info,143,train,1.0,1.0
univariate_ranked_features,mutual_info,143,val,0.6283783783783784,0.6282256222881937
univariate_ranked_features,mutual_info,143,test,0.6397058823529411,0.6309055663251177
univariate_ranked_features,mutual_info,144,train,1.0,1.0
univariate_ranked_features,mutual_info,144,val,0.6216216216216216,0.6215525114155251
univariate_ranked_features,mutual_info,144,test,0.6323529411764706,0.6257979308826767
univariate_ranked_features,mutual_info,145,train,1.0,1.0
univariate_ranked_features,mutual_info,145,val,0.6148648648648649,0.6148472811943569
univariate_ranked_features,mutual_info,145,test,0.625,0.6175351530190241
