source,approach,n_features,split,accuracy
majority_rank_ranked_features,rank_aggregation,14,test,0.31716417910447764
majority_rank_ranked_features,rank_aggregation,15,train,0.6120826709062003
majority_rank_ranked_features,rank_aggregation,15,val,0.43354430379746833
majority_rank_ranked_features,rank_aggregation,15,test,0.31716417910447764
majority_rank_ranked_features,rank_aggregation,16,train,0.6128775834658188
majority_rank_ranked_features,rank_aggregation,16,val,0.43037974683544306
majority_rank_ranked_features,rank_aggregation,16,test,0.30223880597014924
majority_rank_ranked_features,rank_aggregation,17,train,0.6200317965023847
majority_rank_ranked_features,rank_aggregation,17,val,0.43670886075949367
majority_rank_ranked_features,rank_aggregation,17,test,0.30970149253731344
majority_rank_ranked_features,rank_aggregation,18,train,0.6176470588235294
majority_rank_ranked_features,rank_aggregation,18,val,0.43037974683544306
majority_rank_ranked_features,rank_aggregation,18,test,0.31343283582089554
majority_rank_ranked_features,rank_aggregation,19,train,0.6311605723370429
majority_rank_ranked_features,rank_aggregation,19,val,0.4525316455696203
majority_rank_ranked_features,rank_aggregation,19,test,0.31343283582089554
majority_rank_ranked_features,rank_aggregation,20,train,0.636724960254372
majority_rank_ranked_features,rank_aggregation,20,val,0.47468354430379744
majority_rank_ranked_features,rank_aggregation,20,test,0.31716417910447764
majority_rank_ranked_features,rank_aggregation,21,train,0.636724960254372
majority_rank_ranked_features,rank_aggregation,21,val,0.4778481012658228
majority_rank_ranked_features,rank_aggregation,21,test,0.33955223880597013
majority_rank_ranked_features,rank_aggregation,22,train,0.6351351351351351
majority_rank_ranked_features,rank_aggregation,22,val,0.46835443037974683
majority_rank_ranked_features,rank_aggregation,22,test,0.34328358208955223
majority_rank_ranked_features,rank_aggregation,23,train,0.6414944356120826
majority_rank_ranked_features,rank_aggregation,23,val,0.4620253164556962
majority_rank_ranked_features,rank_aggregation,23,test,0.3283582089552239
majority_rank_ranked_features,rank_aggregation,24,train,0.6319554848966613
majority_rank_ranked_features,rank_aggregation,24,val,0.4651898734177215
majority_rank_ranked_features,rank_aggregation,24,test,0.332089552238806
majority_rank_ranked_features,rank_aggregation,25,train,0.6271860095389508
majority_rank_ranked_features,rank_aggregation,25,val,0.44936708860759494
majority_rank_ranked_features,rank_aggregation,25,test,0.31716417910447764
majority_rank_ranked_features,rank_aggregation,26,train,0.636724960254372
majority_rank_ranked_features,rank_aggregation,26,val,0.4651898734177215
majority_rank_ranked_features,rank_aggregation,26,test,0.332089552238806
majority_rank_ranked_features,rank_aggregation,27,train,0.6271860095389508
majority_rank_ranked_features,rank_aggregation,27,val,0.45569620253164556
majority_rank_ranked_features,rank_aggregation,27,test,0.40671641791044777
majority_rank_ranked_features,rank_aggregation,28,train,0.6414944356120826
majority_rank_ranked_features,rank_aggregation,28,val,0.44936708860759494
majority_rank_ranked_features,rank_aggregation,28,test,0.376865671641791
majority_rank_ranked_features,rank_aggregation,29,train,0.6422893481717011
majority_rank_ranked_features,rank_aggregation,29,val,0.46835443037974683
majority_rank_ranked_features,rank_aggregation,29,test,0.3694029850746269
majority_rank_ranked_features,rank_aggregation,30,train,0.6558028616852146
majority_rank_ranked_features,rank_aggregation,30,val,0.4620253164556962
majority_rank_ranked_features,rank_aggregation,30,test,0.3656716417910448
majority_rank_ranked_features,rank_aggregation,31,train,0.6573926868044515
majority_rank_ranked_features,rank_aggregation,31,val,0.4525316455696203
majority_rank_ranked_features,rank_aggregation,31,test,0.376865671641791
majority_rank_ranked_features,rank_aggregation,32,train,0.6844197138314785
majority_rank_ranked_features,rank_aggregation,32,val,0.45569620253164556
majority_rank_ranked_features,rank_aggregation,32,test,0.48507462686567165
majority_rank_ranked_features,rank_aggregation,33,train,0.678060413354531
majority_rank_ranked_features,rank_aggregation,33,val,0.4620253164556962
majority_rank_ranked_features,rank_aggregation,33,test,0.47761194029850745
majority_rank_ranked_features,rank_aggregation,34,train,0.6868044515103339
majority_rank_ranked_features,rank_aggregation,34,val,0.46835443037974683
majority_rank_ranked_features,rank_aggregation,34,test,0.4664179104477612
majority_rank_ranked_features,rank_aggregation,35,train,0.6931637519872814
majority_rank_ranked_features,rank_aggregation,35,val,0.4873417721518987
majority_rank_ranked_features,rank_aggregation,35,test,0.4626865671641791
majority_rank_ranked_features,rank_aggregation,36,train,0.699523052464229
majority_rank_ranked_features,rank_aggregation,36,val,0.49050632911392406
majority_rank_ranked_features,rank_aggregation,36,test,0.458955223880597
majority_rank_ranked_features,rank_aggregation,37,train,0.6915739268680445
majority_rank_ranked_features,rank_aggregation,37,val,0.4873417721518987
