feature,avg_rank
"value__fft_coefficient__attr_""abs""__coeff_98",114.33333333333333
value__index_mass_quantile__q_0.1,116.0
"value__fft_coefficient__attr_""abs""__coeff_75",122.0
"value__linear_trend__attr_""rvalue""",127.66666666666667
"value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""",128.66666666666666
value__count_above_mean,130.33333333333334
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",131.33333333333334
"value__fft_coefficient__attr_""angle""__coeff_61",134.0
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",135.33333333333334
value__energy_ratio_by_chunks__num_segments_10__segment_focus_0,146.33333333333334
"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",147.66666666666666
value__first_location_of_minimum,152.66666666666666
"value__fft_coefficient__attr_""abs""__coeff_81",156.66666666666666
"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""",157.0
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",158.0
"value__fft_coefficient__attr_""abs""__coeff_84",160.0
"value__fft_coefficient__attr_""abs""__coeff_83",161.33333333333334
"value__fft_coefficient__attr_""real""__coeff_90",163.66666666666666
value__variance_larger_than_standard_deviation,164.0
"value__fft_coefficient__attr_""abs""__coeff_88",165.66666666666666
value__energy_ratio_by_chunks__num_segments_10__segment_focus_2,168.33333333333334
"value__fft_coefficient__attr_""abs""__coeff_94",168.33333333333334
value__index_mass_quantile__q_0.2,172.0
value__index_mass_quantile__q_0.9,173.33333333333334
value__index_mass_quantile__q_0.6,176.66666666666666
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",179.0
value__range_count__max_1__min_-1,181.0
value__quantile__q_0.8,181.33333333333334
"value__fft_coefficient__attr_""abs""__coeff_70",185.0
"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean""",186.0
value__quantile__q_0.7,187.0
value__energy_ratio_by_chunks__num_segments_10__segment_focus_1,187.66666666666666
"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""",189.33333333333334
"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""min""",193.33333333333334
value__index_mass_quantile__q_0.8,193.66666666666666
value__last_location_of_minimum,194.33333333333334
"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var""",194.66666666666666
"value__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",196.33333333333334
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",197.66666666666666
"value__fft_coefficient__attr_""abs""__coeff_92",198.33333333333334
"value__fft_coefficient__attr_""abs""__coeff_96",199.0
"value__fft_coefficient__attr_""abs""__coeff_76",200.66666666666666
"value__fft_coefficient__attr_""abs""__coeff_62",201.66666666666666
"value__linear_trend__attr_""stderr""",202.0
"value__fft_coefficient__attr_""abs""__coeff_64",203.33333333333334
"value__fft_coefficient__attr_""real""__coeff_14",205.33333333333334
value__spkt_welch_density__coeff_8,207.33333333333334
value__energy_ratio_by_chunks__num_segments_10__segment_focus_5,211.33333333333334
"value__fft_coefficient__attr_""real""__coeff_2",212.33333333333334
"value__fft_coefficient__attr_""angle""__coeff_53",214.0
"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",214.0
"value__fft_coefficient__attr_""abs""__coeff_0",215.0
"value__fft_coefficient__attr_""abs""__coeff_89",215.0
"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",219.0
"value__fft_coefficient__attr_""abs""__coeff_80",222.0
"value__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",223.0
value__index_mass_quantile__q_0.3,224.33333333333334
"value__fft_coefficient__attr_""abs""__coeff_42",225.0
"value__fft_coefficient__attr_""angle""__coeff_88",225.0
value__energy_ratio_by_chunks__num_segments_10__segment_focus_6,226.33333333333334
"value__fft_coefficient__attr_""angle""__coeff_92",227.0
"value__fft_coefficient__attr_""real""__coeff_13",228.66666666666666
"value__fft_coefficient__attr_""real""__coeff_12",230.33333333333334
"value__fft_coefficient__attr_""angle""__coeff_63",230.66666666666666
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",230.66666666666666
"value__fft_coefficient__attr_""abs""__coeff_73",230.66666666666666
"value__fft_coefficient__attr_""real""__coeff_1",230.66666666666666
value__energy_ratio_by_chunks__num_segments_10__segment_focus_8,231.0
value__energy_ratio_by_chunks__num_segments_10__segment_focus_3,232.66666666666666
"value__fft_aggregated__aggtype_""skew""",233.66666666666666
"value__fft_coefficient__attr_""abs""__coeff_77",234.33333333333334
value__standard_deviation,234.66666666666666
"value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",235.33333333333334
"value__fft_coefficient__attr_""abs""__coeff_78",237.0
"value__fft_coefficient__attr_""abs""__coeff_97",238.33333333333334
value__count_below_mean,238.66666666666666
value__ratio_value_number_to_time_series_length,239.0
value__index_mass_quantile__q_0.7,239.66666666666666
value__energy_ratio_by_chunks__num_segments_10__segment_focus_4,243.66666666666666
"value__fft_coefficient__attr_""real""__coeff_24",244.0
"value__fft_coefficient__attr_""abs""__coeff_53",245.0
value__length,245.66666666666666
"value__fft_coefficient__attr_""real""__coeff_58",245.66666666666666
value__index_mass_quantile__q_0.4,245.66666666666666
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",246.66666666666666
"value__fft_coefficient__attr_""real""__coeff_54",247.33333333333334
"value__fft_coefficient__attr_""real""__coeff_15",251.33333333333334
value__energy_ratio_by_chunks__num_segments_10__segment_focus_7,253.33333333333334
"value__fft_coefficient__attr_""abs""__coeff_59",253.66666666666666
"value__fft_coefficient__attr_""abs""__coeff_93",254.0
value__ar_coefficient__coeff_3__k_10,254.0
"value__fft_coefficient__attr_""abs""__coeff_54",256.3333333333333
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",256.6666666666667
"value__fft_coefficient__attr_""real""__coeff_73",257.3333333333333
value__number_crossing_m__m_0,258.3333333333333
"value__fft_coefficient__attr_""real""__coeff_19",259.6666666666667
value__friedrich_coefficients__coeff_0__m_3__r_30,259.6666666666667
value__median,260.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_3",260.6666666666667
"value__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",261.0
"value__fft_coefficient__attr_""real""__coeff_37",262.0
"value__agg_autocorrelation__f_agg_""var""__maxlag_40",262.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_41",263.0
"value__fft_coefficient__attr_""real""__coeff_96",265.0
value__partial_autocorrelation__lag_9,265.6666666666667
"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max""",266.0
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",266.3333333333333
value__large_standard_deviation__r_0.2,266.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_63",266.6666666666667
value__benford_correlation,267.0
"value__fft_coefficient__attr_""real""__coeff_50",267.0
"value__fft_coefficient__attr_""real""__coeff_18",267.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_91",269.0
"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",269.0
"value__fft_coefficient__attr_""angle""__coeff_75",270.0
"value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",270.0
"value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean""",270.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_49",270.6666666666667
value__last_location_of_maximum,273.0
"value__linear_trend__attr_""slope""",273.6666666666667
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",274.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_62",274.6666666666667
"value__fft_coefficient__attr_""imag""__coeff_1",275.3333333333333
value__maximum,275.6666666666667
"value__fft_coefficient__attr_""real""__coeff_23",276.3333333333333
value__root_mean_square,276.3333333333333
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",277.0
"value__fft_coefficient__attr_""imag""__coeff_30",278.0
"value__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",278.6666666666667
"value__fft_coefficient__attr_""real""__coeff_51",279.3333333333333
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",279.3333333333333
value__large_standard_deviation__r_0.15000000000000002,280.0
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""",281.6666666666667
"value__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",281.6666666666667
value__quantile__q_0.6,281.6666666666667
"value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",281.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_72",283.0
"value__fft_coefficient__attr_""imag""__coeff_51",283.0
value__ratio_beyond_r_sigma__r_3,283.3333333333333
value__first_location_of_maximum,283.6666666666667
"value__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",284.6666666666667
value__quantile__q_0.9,285.6666666666667
value__sum_values,286.0
"value__fft_coefficient__attr_""real""__coeff_70",286.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_27",287.3333333333333
"value__fft_coefficient__attr_""real""__coeff_47",288.0
value__abs_energy,288.3333333333333
"value__fft_coefficient__attr_""imag""__coeff_97",288.6666666666667
value__c3__lag_1,289.3333333333333
value__large_standard_deviation__r_0.25,289.6666666666667
value__spkt_welch_density__coeff_5,289.6666666666667
"value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""var""",290.0
"value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",290.6666666666667
value__number_crossing_m__m_-1,291.3333333333333
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",292.0
"value__fft_coefficient__attr_""abs""__coeff_86",292.0
"value__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",292.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_87",293.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_22",294.0
"value__fft_coefficient__attr_""abs""__coeff_79",294.3333333333333
"value__fft_coefficient__attr_""real""__coeff_0",294.6666666666667
value__fourier_entropy__bins_100,295.0
"value__fft_coefficient__attr_""abs""__coeff_90",295.0
"value__fft_coefficient__attr_""real""__coeff_71",295.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_58",295.3333333333333
"value__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""",295.6666666666667
"value__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",296.6666666666667
"value__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",298.0
value__symmetry_looking__r_0.2,298.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_71",298.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_39",299.6666666666667
value__longest_strike_below_mean,300.3333333333333
value__sum_of_reoccurring_data_points,300.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_55",301.0
"value__fft_coefficient__attr_""abs""__coeff_57",301.3333333333333
"value__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",302.0
"value__fft_coefficient__attr_""abs""__coeff_47",302.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_44",303.0
"value__fft_coefficient__attr_""abs""__coeff_74",303.3333333333333
"value__fft_coefficient__attr_""real""__coeff_98",304.6666666666667
value__friedrich_coefficients__coeff_1__m_3__r_30,305.0
"value__fft_coefficient__attr_""real""__coeff_62",305.0
"value__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",305.6666666666667
value__fourier_entropy__bins_10,306.3333333333333
"value__fft_coefficient__attr_""real""__coeff_3",306.6666666666667
"value__fft_coefficient__attr_""real""__coeff_17",307.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_30",308.0
"value__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",308.6666666666667
"value__fft_coefficient__attr_""real""__coeff_9",309.6666666666667
value__number_crossing_m__m_1,310.3333333333333
"value__fft_coefficient__attr_""imag""__coeff_99",311.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_51",311.6666666666667
value__fourier_entropy__bins_5,312.0
"value__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",313.6666666666667
value__c3__lag_2,314.3333333333333
"value__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",315.3333333333333
"value__fft_coefficient__attr_""real""__coeff_87",315.6666666666667
value__large_standard_deviation__r_0.05,316.0
"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var""",316.3333333333333
"value__fft_coefficient__attr_""real""__coeff_46",316.3333333333333
"value__fft_coefficient__attr_""real""__coeff_38",316.6666666666667
"value__fft_coefficient__attr_""real""__coeff_44",317.0
value__sum_of_reoccurring_values,317.3333333333333
"value__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",317.6666666666667
"value__fft_coefficient__attr_""real""__coeff_85",318.0
"value__fft_coefficient__attr_""real""__coeff_21",318.3333333333333
"value__fft_coefficient__attr_""real""__coeff_63",319.3333333333333
value__range_count__max_1000000000000.0__min_0,319.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_46",320.0
value__friedrich_coefficients__coeff_2__m_3__r_30,321.0
"value__fft_coefficient__attr_""imag""__coeff_26",321.0
"value__fft_coefficient__attr_""real""__coeff_41",321.3333333333333
"value__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",321.3333333333333
value__ratio_beyond_r_sigma__r_6,321.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_82",321.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_72",322.0
"value__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",322.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_68",323.0
value__spkt_welch_density__coeff_2,323.3333333333333
"value__fft_coefficient__attr_""real""__coeff_74",323.3333333333333
value__mean,323.6666666666667
"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""",325.3333333333333
"value__fft_coefficient__attr_""real""__coeff_5",325.3333333333333
"value__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max""",325.3333333333333
"value__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",325.3333333333333
value__autocorrelation__lag_0,326.0
"value__fft_coefficient__attr_""angle""__coeff_2",326.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_40",326.3333333333333
"value__agg_autocorrelation__f_agg_""median""__maxlag_40",327.3333333333333
"value__fft_aggregated__aggtype_""kurtosis""",327.6666666666667
"value__fft_coefficient__attr_""imag""__coeff_27",328.0
"value__fft_coefficient__attr_""real""__coeff_84",328.0
value__has_duplicate_min,328.3333333333333
"value__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",329.0
"value__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",329.0
"value__fft_coefficient__attr_""abs""__coeff_69",329.0
value__variation_coefficient,329.3333333333333
value__number_peaks__n_50,329.6666666666667
"value__fft_coefficient__attr_""real""__coeff_95",329.6666666666667
"value__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",330.3333333333333
"value__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",330.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_67",330.6666666666667
"value__fft_coefficient__attr_""real""__coeff_10",331.0
"value__fft_coefficient__attr_""real""__coeff_76",332.6666666666667
"value__fft_coefficient__attr_""real""__coeff_56",333.0
value__absolute_maximum,333.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_38",334.0
"value__fft_coefficient__attr_""abs""__coeff_50",334.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_68",334.6666666666667
value__mean_n_absolute_max__number_of_maxima_7,335.0
"value__fft_coefficient__attr_""abs""__coeff_60",337.0
"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",338.3333333333333
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",339.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_47",339.3333333333333
"value__fft_coefficient__attr_""real""__coeff_42",341.0
"value__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",341.0
"value__fft_coefficient__attr_""real""__coeff_82",341.3333333333333
"value__fft_coefficient__attr_""real""__coeff_94",342.0
"value__fft_coefficient__attr_""angle""__coeff_91",342.0
"value__fft_coefficient__attr_""angle""__coeff_28",343.3333333333333
"value__fft_coefficient__attr_""real""__coeff_22",343.6666666666667
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",344.0
value__has_duplicate_max,344.0
"value__fft_coefficient__attr_""imag""__coeff_2",345.0
"value__fft_coefficient__attr_""abs""__coeff_37",345.0
"value__fft_coefficient__attr_""real""__coeff_88",347.3333333333333
value__friedrich_coefficients__coeff_3__m_3__r_30,348.0
value__fourier_entropy__bins_3,349.3333333333333
"value__fft_coefficient__attr_""imag""__coeff_58",349.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_4",350.3333333333333
"value__fft_coefficient__attr_""imag""__coeff_67",350.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_61",350.6666666666667
value__c3__lag_3,350.6666666666667
"value__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",350.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_36",351.0
"value__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",351.3333333333333
value__skewness,352.0
"value__fft_coefficient__attr_""angle""__coeff_87",352.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_24",353.0
"value__fft_coefficient__attr_""abs""__coeff_99",353.6666666666667
"value__fft_coefficient__attr_""real""__coeff_91",355.0
value__ratio_beyond_r_sigma__r_2,355.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_56",355.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_12",355.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_43",355.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_40",356.0
"value__fft_coefficient__attr_""abs""__coeff_65",356.0
"value__fft_coefficient__attr_""real""__coeff_48",356.6666666666667
"value__fft_coefficient__attr_""imag""__coeff_75",358.3333333333333
"value__fft_coefficient__attr_""imag""__coeff_23",358.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_20",360.6666666666667
"value__fft_coefficient__attr_""real""__coeff_26",361.0
"value__fft_coefficient__attr_""angle""__coeff_14",361.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_29",362.0
"value__fft_coefficient__attr_""imag""__coeff_98",363.3333333333333
value__quantile__q_0.4,363.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_30",364.0
"value__fft_coefficient__attr_""abs""__coeff_95",364.6666666666667
"value__fft_coefficient__attr_""real""__coeff_61",365.0
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",366.0
"value__fft_coefficient__attr_""real""__coeff_97",366.3333333333333
"value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""",366.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_1",367.0
"value__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",367.0
"value__fft_coefficient__attr_""imag""__coeff_59",368.0
"value__fft_coefficient__attr_""abs""__coeff_51",368.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_97",368.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_0",368.6666666666667
"value__fft_coefficient__attr_""imag""__coeff_41",369.0
"value__fft_coefficient__attr_""abs""__coeff_34",369.6666666666667
value__large_standard_deviation__r_0.35000000000000003,369.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_82",370.3333333333333
value__ratio_beyond_r_sigma__r_10,370.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_23",370.6666666666667
"value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",371.0
"value__fft_coefficient__attr_""angle""__coeff_89",371.0
value__ar_coefficient__coeff_4__k_10,371.3333333333333
"value__fft_coefficient__attr_""real""__coeff_83",371.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_74",371.6666666666667
value__quantile__q_0.3,372.3333333333333
value__sample_entropy,372.6666666666667
"value__fft_coefficient__attr_""real""__coeff_89",373.0
"value__fft_coefficient__attr_""angle""__coeff_23",373.6666666666667
"value__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",375.6666666666667
value__ratio_beyond_r_sigma__r_7,375.6666666666667
"value__fft_coefficient__attr_""real""__coeff_25",376.6666666666667
"value__fft_coefficient__attr_""imag""__coeff_84",378.6666666666667
"value__fft_coefficient__attr_""imag""__coeff_94",378.6666666666667
value__approximate_entropy__m_2__r_0.5,379.0
"value__fft_coefficient__attr_""real""__coeff_81",379.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_11",379.6666666666667
"value__fft_coefficient__attr_""imag""__coeff_22",379.6666666666667
"value__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",379.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_4",380.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_85",380.6666666666667
"value__fft_coefficient__attr_""abs""__coeff_33",381.0
"value__fft_coefficient__attr_""abs""__coeff_66",381.6666666666667
value__binned_entropy__max_bins_10,382.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_79",382.6666666666667
value__large_standard_deviation__r_0.1,383.0
"value__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",383.0
"value__fft_coefficient__attr_""real""__coeff_6",383.6666666666667
"value__fft_coefficient__attr_""imag""__coeff_21",384.0
"value__fft_coefficient__attr_""angle""__coeff_80",385.6666666666667
"value__fft_coefficient__attr_""imag""__coeff_82",387.0
"value__agg_autocorrelation__f_agg_""mean""__maxlag_40",387.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_31",388.6666666666667
value__minimum,389.3333333333333
value__range_count__max_0__min_-1000000000000.0,389.3333333333333
"value__fft_coefficient__attr_""abs""__coeff_32",389.6666666666667
"value__fft_coefficient__attr_""real""__coeff_57",394.0
"value__fft_coefficient__attr_""abs""__coeff_9",395.0
value__lempel_ziv_complexity__bins_5,395.0
value__approximate_entropy__m_2__r_0.9,395.0
"value__fft_coefficient__attr_""angle""__coeff_15",396.3333333333333
"value__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",396.6666666666667
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",396.6666666666667
"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",397.3333333333333
value__approximate_entropy__m_2__r_0.3,397.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_13",398.3333333333333
"value__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",399.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_3",400.0
"value__fft_coefficient__attr_""abs""__coeff_52",400.0
value__partial_autocorrelation__lag_8,400.3333333333333
value__large_standard_deviation__r_0.4,400.6666666666667
"value__fft_coefficient__attr_""real""__coeff_35",402.6666666666667
"value__fft_coefficient__attr_""real""__coeff_92",403.6666666666667
value__fourier_entropy__bins_2,404.0
"value__fft_coefficient__attr_""real""__coeff_7",404.0
"value__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",404.3333333333333
"value__fft_coefficient__attr_""imag""__coeff_70",404.3333333333333
"value__fft_coefficient__attr_""imag""__coeff_96",404.3333333333333
"value__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",405.0
"value__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",405.6666666666667
"value__fft_coefficient__attr_""angle""__coeff_42",405.6666666666667
"value__fft_coefficient__attr_""imag""__coeff_79",407.3333333333333
"value__fft_coefficient__attr_""imag""__coeff_16",408.0
value__symmetry_looking__r_0.25,409.0
"value__fft_coefficient__attr_""real""__coeff_80",409.0
"value__fft_coefficient__attr_""real""__coeff_27",409.6666666666667
"value__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",411.3333333333333
"value__fft_coefficient__attr_""real""__coeff_30",411.3333333333333
"value__fft_coefficient__attr_""angle""__coeff_60",411.6666666666667
value__ar_coefficient__coeff_6__k_10,411.6666666666667
